gps_millis,timestamp,position_velocity,clock_drift_rate,position_jump_alert,clock_jump_alert,spoofing_alert
1387199225000.0,1387199225000.0,0.0,92.03125,False,False,False
1387199226000.0,1387199226000.0,0.0,92.046875,False,False,False
1387199227000.0,1387199227000.0,0.0,92.03125,False,False,False
1387199228000.0,1387199228000.0,0.0,92.046875,False,False,False
1387199229000.0,1387199229000.0,0.0,92.03125,False,False,False
1387199230000.0,1387199230000.0,0.0,92.046875,False,False,False
1387199231000.0,1387199231000.0,,,False,False,False
1387199232000.0,1387199232000.0,,,False,False,False
1387199233000.0,1387199233000.0,0.0,92.03125,False,False,False
1387199234000.0,1387199234000.0,0.0,92.03125,False,False,False
1387199235000.0,1387199235000.0,0.0,92.046875,False,False,False
1387199236000.0,1387199236000.0,0.0,92.03125,False,False,False
1387199237000.0,1387199237000.0,0.0,92.03125,False,False,False
1387199238000.0,1387199238000.0,0.0,92.046875,False,False,False
1387199239000.0,1387199239000.0,0.0,92.046875,False,False,False
1387199240000.0,1387199240000.0,0.0,92.03125,False,False,False
1387199241000.0,1387199241000.0,0.0,92.03125,False,False,False
